CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
PEYTON.SERIES.PEYTON BK 3_12.IC,76324,-99,-99,-99,-99,-99,540152672,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.PEYTON BK 3_1207,PEYTON BK 3_1207,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205110,NO.3 BK IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2568|-10|6060|-6060|6060|-6060|6060|-6060,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SERIES.PEYTON BK 3_12.POWP,76326,-99,-99,-99,-99,-99,540152704,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.PEYTON BK 3_1207,PEYTON BK 3_1207,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205112,NO.3 BK MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,90.9,-90.9,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|62|-62|90.9|-90.9|90.9|-90.9|90.9|-90.9,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SERIES.PEYTON BK 3_12.POWQ,76327,-99,-99,-99,-99,-99,540152720,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.PEYTON BK 3_1207,PEYTON BK 3_1207,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,205113,NO.3 BK MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,90.9,-90.9,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|62|-62|90.9|-90.9|90.9|-90.9|90.9|-90.9,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH. 12KV CB_60967.SWPS,-99,80641,-99,254,254,21285,269022448,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.B.T. 12KV CB_60967, 12KV CB_60967,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,36687,B.T. 12KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH. 66KV CB_14391.SWPS,-99,80492,-99,254,254,21222,269020064,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.B.T. 66KV CB_14391, 66KV CB_14391,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,36538,B.T. 66KV CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.1 CAP DISC_611.SWPS,-99,80726,-99,-99,516,-99,272075200,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.1 CAP DISC_61126,1 CAP DISC_61126,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227484,NO.1 CAP DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.1 CAP FUSE_611.SWPS,-99,80727,-99,-99,516,-99,272075216,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.1 CAP FUSE_61123,1 CAP FUSE_61123,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227485,NO.1 CAP FUSE,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.1 CAPS SW_2520.SWPS,-99,80569,-99,254,254,21252,269021296,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.NO.1 CAPS SW_2520,1 CAPS SW_2520,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,36615,NO.1 CAPS SW,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSED,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
PEYTON.SWITCH.102A1_60927.SWPS,-99,80730,-99,-99,516,-99,272075264,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.102A1_60927,102A1_60927,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227488,102A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.102A3_60930.SWPS,-99,80732,-99,-99,516,-99,272075296,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.102A3_60930,102A3_60930,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227490,102A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.104A1_60937.SWPS,-99,80734,-99,-99,516,-99,272075328,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.104A1_60937,104A1_60937,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227492,104A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.104A3_60940.SWPS,-99,80736,-99,-99,516,-99,272075360,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.104A3_60940,104A3_60940,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227494,104A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.105A1_60942.SWPS,-99,80739,-99,-99,516,-99,272075408,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.105A1_60942,105A1_60942,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227497,105A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.105A3_60945.SWPS,-99,80741,-99,-99,516,-99,272075440,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.105A3_60945,105A3_60945,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227499,105A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.106A1_60947.SWPS,-99,80743,-99,-99,516,-99,272075472,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.106A1_60947,106A1_60947,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227501,106A1,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.106A3_60950.SWPS,-99,80745,-99,-99,516,-99,272075504,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.106A3_60950,106A3_60950,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227503,106A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.107A1_60952.SWPS,-99,80748,-99,-99,516,-99,272075552,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.107A1_60952,107A1_60952,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227506,107A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.107A3_60955.SWPS,-99,80750,-99,-99,516,-99,272075584,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.107A3_60955,107A3_60955,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227508,107A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.108A0_60962.SWPS,-99,80753,-99,-99,516,-99,272075632,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.108A0_60962,108A0_60962,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227511,108A0,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.108A1_60957.SWPS,-99,80754,-99,-99,516,-99,272075648,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.108A1_60957,108A1_60957,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227512,108A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.108A3_60960.SWPS,-99,80756,-99,-99,516,-99,272075680,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.108A3_60960,108A3_60960,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227514,108A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.109A0_60969.SWPS,-99,80759,-99,-99,516,-99,272075728,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.109A0_60969,109A0_60969,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227517,109A0,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.109A1_60964.SWPS,-99,80760,-99,-99,516,-99,272075744,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.109A1_60964,109A1_60964,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227518,109A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.109A3_60966.SWPS,-99,80762,-99,-99,516,-99,272075776,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.109A3_60966,109A3_60966,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227520,109A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.110A1_60971.SWPS,-99,80763,-99,-99,516,-99,272075792,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.110A1_60971,110A1_60971,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227521,110A1,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.110A3_60974.SWPS,-99,80765,-99,-99,516,-99,272075824,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.110A3_60974,110A3_60974,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,227523,110A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.111A1_60976.SWPS,-99,80795,-99,-99,516,-99,272267008,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.111A1_60976,111A1_60976,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239472,111A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.111A3_60979.SWPS,-99,80796,-99,-99,516,-99,272267024,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.111A3_60979,111A3_60979,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239473,111A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.112A1_60981.SWPS,-99,80799,-99,-99,516,-99,272267072,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.112A1_60981,112A1_60981,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239476,112A1,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.112A3_60984.SWPS,-99,80800,-99,-99,516,-99,272267088,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.112A3_60984,112A3_60984,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239477,112A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.113A1_60986.SWPS,-99,80803,-99,-99,516,-99,272267136,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.113A1_60986,113A1_60986,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239480,113A1,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.113A3_60989.SWPS,-99,80804,-99,-99,516,-99,272267152,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.113A3_60989,113A3_60989,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239481,113A3,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
PEYTON.SWITCH.114A1_60991.SWPS,-99,80807,-99,-99,516,-99,272267200,NULL,1,PEYTON,PEYTON,NULL,NULL,NULL,DMS.114A1_60991,114A1_60991,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,239484,114A1,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
