DeviceName,SwitchGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,ConnectedNode3,AlarmEnabled,SuppressActAlm,SuppressHisAlm,OptCont,OptLoadTran,BreakpointSwitch,AutoProtectionSwitch,SwitchTypeName,Ganged,NormalState,OpenState,CloseState,OtherState,NormalStateA,NormalStateB,NormalStateC,SubstationName,FeederName,AORRefName,VoltageLimitName
1141_43844,EMS,ABC,en_4214997,en_4214118,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KANAN 16KV CB_43845,EMS,ABC,en_4214118,en_4214119,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1143_43846,EMS,ABC,en_4214119,en_4214014,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3141_43847,EMS,ABC,en_4214014,en_4214050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO. 1/2 CAP DISC_43848,EMS,ABC,en_4214999,en_4214120,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO. 1/2 CAP FUSE_43849,EMS,ABC,en_4214120,en_4214121,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAPACITOR 1 CB_43850,EMS,ABC,en_4214121,en_4214610,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAPACITOR 2 CB_43851,EMS,ABC,en_4214121,en_4214620,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1S BK 16 ISO DISC_43852,EMS,ABC,en_4214701,en_4214008,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
2S BK DISC_43853,EMS,ABC,en_4214702,en_4214012,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
12A1_43882,EMS,ABC,en_4216999,en_4216100,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
32A1_43883,EMS,ABC,en_4216100,en_4216500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 16KV CB_43884,EMS,ABC,en_4216100,en_4216101,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
12A3_43885,EMS,ABC,en_4216101,en_4216002,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
32A3_43886,EMS,ABC,en_4216002,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
13A1_43887,EMS,ABC,en_4216999,en_4216102,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
33A1_43888,EMS,ABC,en_4216102,en_4216500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LA MANCHA 16KV CB_43889,EMS,ABC,en_4216102,en_4216103,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
13A3_43890,EMS,ABC,en_4216103,en_4216003,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
33A3_43891,EMS,ABC,en_4216003,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
14A1_43892,EMS,ABC,en_4216999,en_4216104,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
34A1_43893,EMS,ABC,en_4216104,en_4216500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TOWNSGATE 16KV CB_43894,EMS,ABC,en_4216104,en_4216105,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
14A3_43895,EMS,ABC,en_4216105,en_4216004,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
34A3_43896,EMS,ABC,en_4216004,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
15A1_43897,EMS,ABC,en_4216999,en_4216106,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
35A1_43898,EMS,ABC,en_4216106,en_4216500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CADENA 16KV CB_43899,EMS,ABC,en_4216106,en_4216107,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
15A3_43900,EMS,ABC,en_4216107,en_4216005,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
35A3_43901,EMS,ABC,en_4216005,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
16A1_43902,EMS,ABC,en_4216999,en_4216108,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
36A1_43903,EMS,ABC,en_4216108,en_4216500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PAMPAS 16KV CB_43904,EMS,ABC,en_4216108,en_4216109,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
16A3_43905,EMS,ABC,en_4216109,en_4216006,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
36A3_43906,EMS,ABC,en_4216006,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
16A0_43907,EMS,ABC,en_4216999,en_4216998,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
36A0_43908,EMS,ABC,en_4216500,en_4216499,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
17A1_43909,EMS,ABC,en_4216998,en_4216110,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
37A1_43910,EMS,ABC,en_4216110,en_4216499,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
17A3_43911,EMS,ABC,en_4216110,en_4216111,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
B.T. 16KV CB_43912,EMS,ABC,en_4216111,en_4216007,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
37A3_43913,EMS,ABC,en_4216007,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
17A0_43914,EMS,ABC,en_4216998,en_4216997,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
37A0_43915,EMS,ABC,en_4216499,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
18A1_43916,EMS,ABC,en_4216997,en_4216112,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
38A1_43917,EMS,ABC,en_4216112,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PRADO 16KV CB_43918,EMS,ABC,en_4216112,en_4216113,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
18A3_43919,EMS,ABC,en_4216113,en_4216008,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
38A3_43920,EMS,ABC,en_4216008,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
19A1_43921,EMS,ABC,en_4216997,en_4216114,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
39A1_43922,EMS,ABC,en_4216114,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
VAQUERO 16KV CB_43923,EMS,ABC,en_4216114,en_4216115,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
19A3_43924,EMS,ABC,en_4216115,en_4216009,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
39A3_43925,EMS,ABC,en_4216009,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1101_43926,EMS,ABC,en_4216997,en_4216116,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3101_43927,EMS,ABC,en_4216116,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.3 BK 16KV CB_43928,EMS,ABC,en_4216116,en_4216117,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1103_43929,EMS,ABC,en_4216117,en_4216010,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3103_43930,EMS,ABC,en_4216010,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1111_43931,EMS,ABC,en_4216997,en_4216118,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3111_43932,EMS,ABC,en_4216118,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LA VACA 16KV CB_43933,EMS,ABC,en_4216118,en_4216119,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1113_43934,EMS,ABC,en_4216119,en_4216011,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3113_43935,EMS,ABC,en_4216011,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
112A1_43936,EMS,ABC,en_4216997,en_4216120,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
312A1_43937,EMS,ABC,en_4216120,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
HACIENDA 16KV CB_43938,EMS,ABC,en_4216120,en_4216121,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
112A3_43939,EMS,ABC,en_4216121,en_4216012,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
312A3_43940,EMS,ABC,en_4216012,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1131_43941,EMS,ABC,en_4216997,en_4216122,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS PARLL 16KV CB_43942,EMS,ABC,en_4216122,en_4216123,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1133_43943,EMS,ABC,en_4216123,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1121_43944,EMS,ABC,en_4216997,en_4216124,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3121_43945,EMS,ABC,en_4216124,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
SHENANDOAH 16KV CB_43946,EMS,ABC,en_4216124,en_4216125,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
1123_43947,EMS,ABC,en_4216125,en_4216062,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
3123_43948,EMS,ABC,en_4216062,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LUNA 16K OOB DSC_43949,EMS,ABC,en_4216997,en_4216126,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LUNA 16K IOB DSC_43950,EMS,ABC,en_4216126,en_4216498,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LUNA 16KV CB_43951,EMS,ABC,en_4216126,en_4216127,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LUNA 16K LN DSC_43952,EMS,ABC,en_4216127,en_4216061,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
LUNA 16K TB DSC_43953,EMS,ABC,en_4216061,en_4216050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAP 1 DISC_43954,EMS,ABC,en_4216500,en_4216610,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1A CAP 16KV CB_43955,EMS,ABC,en_4216610,en_4216611,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1B CAP 16KV CB_43956,EMS,ABC,en_4216612,en_4216613,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAP 2A/2B DISC_43957,EMS,ABC,en_4216997,en_4216620,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAP 2A/2B FUSE_43958,EMS,ABC,en_4216620,en_4216621,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAPACITOR 2A CB_43959,EMS,ABC,en_4216621,en_4216622,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAPACITOR 2B CB_43960,EMS,ABC,en_4216621,en_4216624,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BK 1N DISC 16KV_43961,EMS,ABC,en_4216701,en_4216703,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BK 1S DISC 16KV_43962,EMS,ABC,en_4216702,en_4216703,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BK 3N DISC 16KV_43963,EMS,ABC,en_4216704,en_4216706,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BK 3S DISC 16KV_43964,EMS,ABC,en_4216705,en_4216706,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PAULING 16K BUS DSC_43978,EMS,ABC,en_4218999,en_4218100,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PAULING 16KV CB 303_43979,EMS,ABC,en_4218100,en_4218101,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PAULING 16K LN DSC_43980,EMS,ABC,en_4218101,en_4218001,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PAULING 16K CB BYPS_43981,EMS,ABC,en_4218999,en_4218001,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TECH 16KV BUS DSC_43982,EMS,ABC,en_4218999,en_4218102,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TECH 16KV CB 301_43983,EMS,ABC,en_4218102,en_4218103,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TECH 16KV LN DSC_43984,EMS,ABC,en_4218103,en_4218002,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TECH 16KV CB BYPS_43985,EMS,ABC,en_4218999,en_4218002,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BIO 16KV BUS DSC_43986,EMS,ABC,en_4218998,en_4218104,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BIO 16KV CB 302_43987,EMS,ABC,en_4218104,en_4218105,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BIO 16K LN DSC_43988,EMS,ABC,en_4218105,en_4218003,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BIO 16KV CB BYPS_43989,EMS,ABC,en_4218998,en_4218003,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
VENTU 16KV BUS DSC_43990,EMS,ABC,en_4218998,en_4218106,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
VENTU 16KV CB 304_43991,EMS,ABC,en_4218106,en_4218107,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
VENTU 16KV LN DSC_43992,EMS,ABC,en_4218107,en_4218004,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
VENTU 16KV CB BYPS_43993,EMS,ABC,en_4218998,en_4218004,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAPACITOR 1 CB_44420,EMS,ABC,en_3145999,en_3145610,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CAPACITOR 1B CB_44421,EMS,ABC,en_3145611,en_3145612,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PIONEER TOWN 12KV OB DSC_44422,EMS,ABC,en_4231999,en_4231100,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PIONEERTOWN CB_44423,EMS,ABC,en_4231100,en_4231101,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PIONEER TOWN 12KV LN DSC_44424,EMS,ABC,en_4231101,en_4231004,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PIONEER TOWN 12KV TB DSC_44425,EMS,ABC,en_4231004,en_4231050,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 12KV OB DSC_44426,EMS,ABC,en_4231999,en_4231102,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK LS CB_44427,EMS,ABC,en_4231102,en_4231103,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 12KV LN DSC_44428,EMS,ABC,en_4231103,en_4231005,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 12KV TB DSC_44429,EMS,ABC,en_4231005,en_4231050,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KICKAPOO TRAIL 12KV OB DSC_44430,EMS,ABC,en_4231999,en_4231104,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KICKAPOO TRAIL CB_44431,EMS,ABC,en_4231104,en_4231105,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KICKAPOO TRAIL 12KV LN DSC_44432,EMS,ABC,en_4231105,en_4231006,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KICKAPOO TRAIL 12KV TB DSC_44433,EMS,ABC,en_4231006,en_4231050,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BURNT MOUNTAIN 12KV OB DSC_44434,EMS,ABC,en_4231999,en_4231106,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BURNT MOUNTAIN CB_44435,EMS,ABC,en_4231106,en_4231107,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BURNT MOUNTAIN 12KV LN DSC_44436,EMS,ABC,en_4231107,en_4231007,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BURNT MOUNTAIN 12KV TB DSC_44437,EMS,ABC,en_4231007,en_4231050,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
JELLYSTONE 12KV OB DSC_44438,EMS,ABC,en_4231999,en_4231108,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
