ENTRYNUMBER,OBJECTNAME                         ,OBJECTTYPE        ,SERVERCONTROLCENTERREF,DOMAINNAMEREF,DATASETNAMEREF,STATUSPOINTREF,ANALOGPOINTREF,ACCUMPOINTREF,CMEPOINTREF,INTERPRETA,MAN,VCCACCESSSETREF,SEQ
26662,DMS_GOLDTOWN_BOXCAR_MVAR           ,RealQ             ,1,             ,25,              ,71587,             ,           ,          ,   ,               ,
26663,DMS_GOLDTOWN_CARBON_MVAR           ,RealQ             ,1,             ,25,              ,71584,             ,           ,          ,   ,               ,
26664,DMS_GOLDTOWN_DSCOVERY_MVAR         ,RealQ             ,1,             ,25,              ,71581,             ,           ,          ,   ,               ,
29983,DMS_LAMPSON_NO1_CAPS_CONT          ,StateQ            ,1,             ,29,195967,              ,             ,           ,          ,   ,               ,
29984,DMS_LAMPSON_NO1_CAPS_LO_RSET       ,StateQ            ,1,             ,29,195966,              ,             ,           ,          ,   ,               ,
29882,DMS_GOLETA_16KV_BUS_VOLT           ,RealQ             ,1,             ,29,              ,62154,             ,           ,          ,   ,               ,
29883,DMS_GOLETA_5_BK_MVAR               ,RealQ             ,1,             ,29,              ,62190,             ,           ,          ,   ,               ,
29884,DMS_GOLETA_5_BK_MW                 ,RealQ             ,1,             ,29,              ,62189,             ,           ,          ,   ,               ,
29885,DMS_GOLETA_ACE_MVAR                ,RealQ             ,1,             ,29,              ,68071,             ,           ,          ,   ,               ,
29886,DMS_GOLETA_BIDDER_MVAR             ,RealQ             ,1,             ,29,              ,68066,             ,           ,          ,   ,               ,
29890,DMS_GOLETA_NO1_CAP_CB              ,StateQ            ,1,             ,29,69117,              ,             ,           ,          ,   ,               ,
29888,DMS_GOLETA_NO1_CAP_CONT            ,StateQ            ,1,             ,29,67247,              ,             ,           ,          ,   ,               ,
29889,DMS_GOLETA_NO1_CAP_LO              ,StateQ            ,1,             ,29,56229,              ,             ,           ,          ,   ,               ,
29887,DMS_GOLETA_TRUMP_MVAR              ,RealQ             ,1,             ,29,              ,68076,             ,           ,          ,   ,               ,
29891,DMS_HAVILAH_FLYING_D_MVAR          ,RealQ             ,1,             ,29,              ,226882,             ,           ,          ,   ,               ,
29892,DMS_HAVILAH_NO1_BK_LS_MVAR         ,RealQ             ,1,             ,29,              ,226866,             ,           ,          ,   ,               ,
29893,DMS_HAVILAH_NO1_BK_LS_MW           ,RealQ             ,1,             ,29,              ,226865,             ,           ,          ,   ,               ,
29894,DMS_HAVILAH_POS_6_MVAR             ,RealQ             ,1,             ,29,              ,5727,             ,           ,          ,   ,               ,
29895,DMS_HAVILAH_TEE_VEE_MVAR           ,RealQ             ,1,             ,29,              ,226877,             ,           ,          ,   ,               ,
29896,DMS_IMPERIAL_12KV_BUS_VOLT         ,RealQ             ,1,             ,29,              ,107870,             ,           ,          ,   ,               ,
29897,DMS_IMPERIAL_ALAMEDA_MVAR          ,RealQ             ,1,             ,29,              ,111528,             ,           ,          ,   ,               ,
29985,DMS_LAMPSON_NO2_CAPS_CONT          ,StateQ            ,1,             ,29,2726,              ,             ,           ,          ,   ,               ,
29986,DMS_LAMPSON_NO2_CAPS_LO_RSET       ,StateQ            ,1,             ,29,2725,              ,             ,           ,          ,   ,               ,
29987,DMS_LAMPSON_NO3_CAPS_CONT          ,StateQ            ,1,             ,29,2733,              ,             ,           ,          ,   ,               ,
29988,DMS_LAMPSON_NO3_CAPS_LO_RSET       ,StateQ            ,1,             ,29,2732,              ,             ,           ,          ,   ,               ,
29989,DMS_LATIGO_16KV_BUS_VOLT           ,RealQ             ,1,             ,29,              ,62437,             ,           ,          ,   ,               ,
29990,DMS_LATIGO_CUTHBERT_MVAR           ,RealQ             ,1,             ,29,              ,62446,             ,           ,          ,   ,               ,
29898,DMS_IMPERIAL_ARNETT_MVAR           ,RealQ             ,1,             ,29,              ,111523,             ,           ,          ,   ,               ,
29899,DMS_IMPERIAL_BLAINE_MVAR           ,RealQ             ,1,             ,29,              ,111538,             ,           ,          ,   ,               ,
29900,DMS_IMPERIAL_FLEMING_MVAR          ,RealQ             ,1,             ,29,              ,111559,             ,           ,          ,   ,               ,
29901,DMS_IMPERIAL_HATTER_MVAR           ,RealQ             ,1,             ,29,              ,111564,             ,           ,          ,   ,               ,
